28395,610.2909999999998,208.17811670852728,173.88874704163598,1.1971914241160242,0.5498121871383472,28715,190.1410972745107,0.7639225181598063,0.9888559986069998,0.9580271262501276,0.9133577547957626,0.007331506135183212,0.00314728916733569,0.8342223882455564,0.9987238890131684
31821,649.681,213.73564520069314,189.96920191597806,1.1251068228166101,0.4582865610047274,32168,201.28525915480648,0.7723543689320388,0.9892128823675702,0.9473781316557983,0.9417486679201496,0.0067168110744694745,0.003258989445688676,0.8868905535293763,0.9978466128675012
32514,649.012,221.4454898972538,187.1344231774471,1.1833498409176797,0.534673643692279,32843,203.46525638919064,0.7849830999517141,0.9899826447035898,0.9700068736506543,0.9188051492202184,0.006810773509788208,0.002994124690715943,0.844202902233588,0.9989873700603598
33013,652.684,223.78185388039773,188.02914232970517,1.1901445228527445,0.5422238229570202,33289,205.0206260119745,0.7897846889952153,0.9917089729340022,0.9738429464115214,0.9161628722655487,0.006778597942640709,0.0029458483762575725,0.8393544085178604,0.9989530520298365
33429,658.605,229.44609053267402,185.6980933664193,1.2355866792877146,0.5873512594443964,33713,206.30832445868913,0.791743640756004,0.991575949930294,0.9684633771260541,0.8991581594601631,0.006863683943063628,0.002767460293008123,0.8084853957237883,0.9989537853549694
33858,664.4599999999999,234.33500135412973,184.13929158842225,1.2725964096674276,0.6184869353613691,34142,207.627899150483,0.7812543264571508,0.9916817995430848,0.9636814093270455,0.8860302470850837,0.006921111741807836,0.002631175494360336,0.7850495987496545,0.9990513007796651
34207,668.737,228.03246867789173,191.41545354641556,1.191296023665075,0.5434802975676558,34515,208.69524457149404,0.7577308169413433,0.9910763436187165,0.9612008506823263,0.9151996896822945,0.006666251605750043,0.0028848611875222615,0.837590471994568,0.9978181987468822
34461,675.775,246.7254393124309,178.15778372200398,1.3848703893702412,0.6917999253636143,34691,209.46863237993043,0.7701814768460575,0.9933700383384739,0.9482732451075333,0.848994870426305,0.007159555419530219,0.0022944895440966894,0.7207922900101783,0.9982038993214637
34729,671.193,228.81027135269554,193.65763511226822,1.1815194955781032,0.532598936854611,35043,210.2815639781754,0.7771437522377372,0.9910395799446394,0.968740162417395,0.9190215226572613,0.006588449749566516,0.0028991169146633414,0.8446005591072709,0.997912026561407
34912,676.03,230.3106060765244,193.1139791534548,1.1926148851891862,0.544911378424838,35245,210.8348618843525,0.7743767190133972,0.9905518513264293,0.9599589345833428,0.9154370503210748,0.006596889495775791,0.002857807122628297,0.8380249931005502,0.9994410809322811
35122,679.818,231.7962315055011,193.1433258860201,1.2001255049438844,0.5529021551068831,35481,211.46801008707766,0.7843934250491335,0.9898819086271525,0.9550009059435813,0.912301329118282,0.0065997446473862855,0.0028200715387380762,0.832293715110984,0.9988569151091913
35316,682.911,237.77663021573574,189.24162714061106,1.256471072503842,0.6054546022642155,35637,212.05123852943422,0.7605633802816901,0.9909925077868508,0.9515972006996629,0.89180857823176,0.006732830168074973,0.0026270237820303012,0.7953225402077532,0.9992997650813153
35481,679.09,237.90188216637202,190.08448808386592,1.2515586335556688,0.6013260850362565,35754,212.54602392599188,0.7890102070315106,0.9923644906863568,0.9668320642238946,0.893418841374916,0.006705050087832136,0.002635131045277218,0.7981972261236971,0.9989906296352996
